candidate_id,job_role,fit_score_weighted_heuristic,fit_score_embedding_similarity,fit_score_supervised_ranker
R2952,Backend Developer,0.4887,0.1518,0.8702
R2953,Data Analyst,0.603,0.309,0.9469
R2954,Backend Developer,0.2105,0.0566,0.0772
R2955,Backend Developer,0.5094,0.1682,0.8957
R2956,Software Engineer,0.6615,0.3846,0.9681
R2957,Software Engineer,0.6017,0.2623,0.9583
R2958,Frontend Developer,0.7443,0.433,0.9891
R2959,Data Scientist,0.3756,0.0768,0.5953
R2960,Backend Developer,0.5053,0.1558,0.8961
R2961,ML Engineer,0.4312,0.0936,0.7837
R2962,Data Scientist,0.7602,0.4806,0.9889
R2963,Software Engineer,0.5158,0.1873,0.8951
R2964,Software Engineer,0.395,0.29,0.3139
R2965,Backend Developer,0.6281,0.3414,0.9572
R2966,ML Engineer,0.4334,0.1003,0.7834
R2967,Data Scientist,0.6049,0.2948,0.9524
R2968,ML Engineer,0.418,0.0539,0.7859
R2969,Data Scientist,0.629,0.2869,0.969
R2970,Data Analyst,0.3339,0.2851,0.138
R2971,Software Engineer,0.567,0.2344,0.9382
R2972,Data Scientist,0.4326,0.0979,0.7835
R2973,ML Engineer,0.7077,0.3899,0.9845
R2974,Backend Developer,0.4299,0.0898,0.7839
R2975,Data Analyst,0.5286,0.1859,0.9142
R2976,Software Engineer,0.5537,0.2324,0.9248
R2977,Frontend Developer,0.6924,0.3438,0.9847
R2978,Software Engineer,0.41,0.2725,0.4017
R2979,Software Engineer,0.5917,0.255,0.953
R2980,Data Analyst,0.2754,0.1761,0.1028
R2981,Frontend Developer,0.5092,0.2347,0.8363
R2982,Frontend Developer,0.2617,0.0851,0.1501
R2983,Software Engineer,0.4263,0.1663,0.6647
R2984,Data Scientist,0.4457,0.137,0.7814
R2985,Data Analyst,0.7101,0.3968,0.9844
R2986,Data Scientist,0.6449,0.3348,0.9685
R2987,Software Engineer,0.5248,0.1745,0.9145
R2988,Backend Developer,0.5079,0.2988,0.7633
R2989,Software Engineer,0.362,0.1277,0.4372
R2990,ML Engineer,0.3775,0.1476,0.4723
R2991,Software Engineer,0.426,0.0779,0.7846
R2992,Data Analyst,0.7002,0.3672,0.9846
R2993,Backend Developer,0.505,0.1551,0.8961
R2994,Frontend Developer,0.4902,0.1371,0.8821
R2995,Software Engineer,0.3746,0.0487,0.6331
R2996,Data Analyst,0.4318,0.2418,0.5594
R2997,ML Engineer,0.5523,0.1903,0.939
R2998,Backend Developer,0.6061,0.2984,0.9524
R2999,Data Analyst,0.4749,0.1898,0.8002
R3000,Backend Developer,0.1754,0.0762,0.0376
R3001,Backend Developer,0.367,0.3082,0.1951
R3002,Software Engineer,0.424,0.0719,0.7849
R3003,Data Scientist,0.5351,0.2054,0.9137
R3004,ML Engineer,0.5082,0.2103,0.8681
R3005,ML Engineer,0.5212,0.1637,0.9148
R3006,Data Analyst,0.2137,0.0661,0.077
R3007,Frontend Developer,0.7075,0.3893,0.9845
R3008,Frontend Developer,0.5862,0.2385,0.9532
R3009,Data Scientist,0.7021,0.4262,0.979
R3010,Data Scientist,0.4274,0.0823,0.7844
R3011,Software Engineer,0.3812,0.2151,0.3755
R3012,Data Analyst,0.5871,0.2612,0.9477
R3013,Data Analyst,0.4189,0.0568,0.7857
R3014,Data Analyst,0.6713,0.3338,0.9796
R3015,ML Engineer,0.4183,0.055,0.7858
R3016,ML Engineer,0.5548,0.2358,0.9248
R3017,Data Analyst,0.5179,0.1936,0.8949
R3018,Data Scientist,0.4901,0.1952,0.833
R3019,ML Engineer,0.6776,0.3527,0.9795
R3020,Data Scientist,0.4345,0.1034,0.7832
R3021,Frontend Developer,0.5731,0.2527,0.9379
R3022,ML Engineer,0.402,0.1811,0.525
R3023,Frontend Developer,0.4713,0.2013,0.7734
R3024,ML Engineer,0.554,0.3118,0.8724
R3025,Software Engineer,0.4883,0.245,0.7682
R3026,ML Engineer,0.25,0.1401,0.085
R3027,Frontend Developer,0.5887,0.266,0.9476
R3028,Software Engineer,0.415,0.1914,0.5634
R3029,Software Engineer,0.4873,0.1475,0.8703
R3030,ML Engineer,0.4959,0.1543,0.8816
R3031,Frontend Developer,0.5435,0.2306,0.9131
R3032,Frontend Developer,0.4243,0.073,0.7848
R3033,Data Scientist,0.4846,0.1394,0.8706
R3034,Frontend Developer,0.5574,0.2057,0.9387
R3035,ML Engineer,0.6681,0.3244,0.9796
R3036,ML Engineer,0.4184,0.0551,0.7858
R3037,Backend Developer,0.6015,0.3544,0.9215
R3038,Software Engineer,0.5394,0.1898,0.9258
R3039,Backend Developer,0.5597,0.2124,0.9386
R3040,Frontend Developer,0.4483,0.3615,0.4065
R3041,Frontend Developer,0.3025,0.199,0.1434
R3042,ML Engineer,0.3544,0.1239,0.4118
R3043,Data Scientist,0.5552,0.199,0.9389
R3044,Frontend Developer,0.5838,0.3388,0.9082
R3045,Data Scientist,0.3485,0.2756,0.1775
R3046,Data Scientist,0.2654,0.0961,0.1496
R3047,Data Analyst,0.1736,0.0709,0.0376
R3048,Frontend Developer,0.5546,0.1971,0.9389
R3049,Software Engineer,0.5914,0.2542,0.953
R3050,Frontend Developer,0.5854,0.2563,0.9478
R3051,Backend Developer,0.5603,0.2142,0.9386
R3052,Data Analyst,0.5771,0.2645,0.9376
R3053,Frontend Developer,0.648,0.3441,0.9685
R3054,ML Engineer,0.4983,0.1616,0.8813
R3055,Data Scientist,0.527,0.221,0.8941
R3056,Backend Developer,0.4309,0.2728,0.4949
R3057,Data Analyst,0.7179,0.4203,0.9843
R3058,Data Scientist,0.5114,0.2007,0.88
R3059,ML Engineer,0.4359,0.3274,0.4282
R3060,Frontend Developer,0.5735,0.254,0.9378
R3061,Software Engineer,0.4822,0.1324,0.8709
R3062,Backend Developer,0.4366,0.1099,0.7829
R3063,Software Engineer,0.595,0.2651,0.9528
R3064,Data Analyst,0.361,0.1436,0.4102
R3065,Frontend Developer,0.3601,0.2875,0.1962
R3066,Data Analyst,0.3925,0.3276,0.2485
R3067,Data Analyst,0.5641,0.2637,0.9241
R3068,Data Scientist,0.4241,0.0724,0.7849
R3069,Software Engineer,0.3925,0.1925,0.4687
R3070,Data Scientist,0.6995,0.365,0.9846
R3071,Frontend Developer,0.5668,0.2339,0.9382
R3072,Data Scientist,0.489,0.1527,0.8701
R3073,Frontend Developer,0.4154,0.0463,0.7863
R3074,Backend Developer,0.1737,0.0712,0.0376
R3075,ML Engineer,0.4137,0.041,0.7866
R3076,ML Engineer,0.3828,0.0736,0.6313
R3077,Data Scientist,0.5676,0.236,0.9382
R3078,Software Engineer,0.7023,0.3737,0.9845
R3079,Backend Developer,0.5527,0.2297,0.9249
R3080,Data Analyst,0.6332,0.4162,0.9327
R3081,Backend Developer,0.416,0.1645,0.6206
R3082,Frontend Developer,0.5253,0.1758,0.9145
R3083,Backend Developer,0.5619,0.2192,0.9385
R3084,Data Analyst,0.389,0.2005,0.4272
R3085,Frontend Developer,0.5366,0.2098,0.9136
R3086,ML Engineer,0.4819,0.1313,0.8709
R3087,ML Engineer,0.1701,0.0604,0.0378
R3088,Frontend Developer,0.5029,0.1943,0.8686
R3089,ML Engineer,0.4216,0.0649,0.7853
R3090,Data Scientist,0.4307,0.385,0.3082
R3091,Data Analyst,0.5426,0.2277,0.9132
R3092,Backend Developer,0.5331,0.1992,0.9139
R3093,Data Analyst,0.5273,0.1818,0.9143
R3094,Backend Developer,0.5627,0.2213,0.9384
R3095,Data Scientist,0.2869,0.1606,0.1408
R3096,Frontend Developer,0.48,0.1399,0.8614
R3097,ML Engineer,0.6666,0.3999,0.9679
R3098,Software Engineer,0.5524,0.2286,0.9249
R3099,ML Engineer,0.4372,0.183,0.6707
R3100,Data Analyst,0.6381,0.3142,0.9687
R3101,Data Scientist,0.4207,0.0622,0.7854
R3102,Data Scientist,0.6035,0.3106,0.9469
R3103,Data Analyst,0.5068,0.1605,0.8959
R3104,Data Scientist,0.3766,0.2298,0.3381
R3105,Software Engineer,0.4176,0.0527,0.7859
R3106,Frontend Developer,0.6368,0.3105,0.9688
R3107,ML Engineer,0.6033,0.29,0.9525
R3108,Backend Developer,0.4526,0.2076,0.7001
R3109,Backend Developer,0.4947,0.184,0.8597
R3110,ML Engineer,0.5872,0.2615,0.9477
R3111,Data Scientist,0.6436,0.3307,0.9686
R3112,ML Engineer,0.5017,0.145,0.8964
R3113,ML Engineer,0.4142,0.0427,0.7865
R3114,ML Engineer,0.5774,0.2322,0.9481
R3115,Software Engineer,0.6703,0.3538,0.9767
R3116,Data Analyst,0.6408,0.3225,0.9687
R3117,Frontend Developer,0.5007,0.1422,0.8965
R3118,Data Scientist,0.4348,0.1045,0.7832
R3119,Frontend Developer,0.4258,0.0775,0.7846
R3120,Software Engineer,0.5131,0.1794,0.8954
R3121,Data Scientist,0.4897,0.1358,0.8822
R3122,Software Engineer,0.1963,0.139,0.0369
R3123,Frontend Developer,0.2965,0.0644,0.2746
R3124,ML Engineer,0.6223,0.324,0.9575
R3125,Data Analyst,0.6529,0.3587,0.9683
R3126,Software Engineer,0.3297,0.1856,0.2218
R3127,ML Engineer,0.5538,0.1947,0.9389
R3128,ML Engineer,0.3286,0.1215,0.308
R3129,Software Engineer,0.1639,0.0416,0.038
R3130,Software Engineer,0.5424,0.3438,0.8087
R3131,Software Engineer,0.7104,0.3979,0.9844
R3132,Backend Developer,0.2318,0.1455,0.0623
R3133,Frontend Developer,0.5466,0.2112,0.9253
R3134,Software Engineer,0.7133,0.4065,0.9844
R3135,Backend Developer,0.4183,0.055,0.7858
R3136,Software Engineer,0.6016,0.3049,0.947
R3137,Data Analyst,0.5774,0.2655,0.9376
R3138,Frontend Developer,0.5488,0.2178,0.9251
R3139,Data Analyst,0.4012,0.1536,0.5771
R3140,Software Engineer,0.5098,0.196,0.8802
R3141,Backend Developer,0.5148,0.2942,0.798
R3142,ML Engineer,0.5552,0.2372,0.9247
R3143,Software Engineer,0.6205,0.3186,0.9575
R3144,Backend Developer,0.5101,0.1702,0.8956
R3145,Data Analyst,0.4742,0.4394,0.4005
R3146,Software Engineer,0.5048,0.1543,0.8961
R3147,Software Engineer,0.4157,0.0472,0.7862
R3148,Backend Developer,0.3406,0.2519,0.1786
R3149,Data Analyst,0.4198,0.0594,0.7856
R3150,Data Scientist,0.5457,0.2372,0.9129
R3151,Backend Developer,0.5785,0.2688,0.9376
R3152,Software Engineer,0.5352,0.3805,0.7585
R3153,Frontend Developer,0.4237,0.0712,0.7849
R3154,Frontend Developer,0.6491,0.3473,0.9684
R3155,ML Engineer,0.5315,0.1944,0.914
R3156,Frontend Developer,0.2613,0.1739,0.0841
R3157,Software Engineer,0.4268,0.0805,0.7844
R3158,Data Analyst,0.5967,0.3402,0.9254
R3159,ML Engineer,0.4899,0.1363,0.8821
R3160,Data Analyst,0.595,0.2849,0.9473
R3161,Software Engineer,0.4907,0.1389,0.8821
R3162,Frontend Developer,0.6447,0.3342,0.9685
R3163,Backend Developer,0.4238,0.1614,0.6549
R3164,Frontend Developer,0.6037,0.2912,0.9525
R3165,Backend Developer,0.6462,0.3386,0.9685
R3166,Backend Developer,0.4158,0.0474,0.7862
R3167,Data Analyst,0.4288,0.0863,0.7841
R3168,Backend Developer,0.4183,0.0549,0.7858
R3169,ML Engineer,0.2549,0.1546,0.0846
R3170,Data Scientist,0.4265,0.0795,0.7845
R3171,Data Analyst,0.6562,0.4186,0.9524
R3172,Frontend Developer,0.5295,0.1884,0.9142
R3173,Frontend Developer,0.5921,0.2562,0.953
R3174,Frontend Developer,0.6994,0.441,0.9761
R3175,ML Engineer,0.6,0.3252,0.9355
R3176,Frontend Developer,0.2246,0.0739,0.0883
R3177,Backend Developer,0.3644,0.0433,0.5978
R3178,Frontend Developer,0.4816,0.1449,0.8612
R3179,ML Engineer,0.175,0.0749,0.0376
R3180,ML Engineer,0.3714,0.3214,0.1945
R3181,Data Analyst,0.5399,0.2196,0.9134
R3182,Software Engineer,0.4324,0.0971,0.7836
R3183,Data Scientist,0.6329,0.2987,0.9689
R3184,Data Scientist,0.4394,0.1183,0.7824
R3185,Data Scientist,0.302,0.2274,0.1166
R3186,Data Analyst,0.406,0.2513,0.4233
R3187,Software Engineer,0.5332,0.1995,0.9139
R3188,ML Engineer,0.5039,0.1516,0.8962
R3189,Software Engineer,0.5628,0.2217,0.9384
R3190,Backend Developer,0.5674,0.2357,0.9382
R3191,Frontend Developer,0.4881,0.1499,0.8702
R3192,Backend Developer,0.5418,0.2255,0.9132
R3193,Frontend Developer,0.41,0.2497,0.4343
R3194,Data Analyst,0.3342,0.2526,0.1629
R3195,Data Scientist,0.5444,0.2331,0.913
R3196,Data Scientist,0.3577,0.3232,0.1598
R3197,Frontend Developer,0.6831,0.3694,0.9794
R3198,Software Engineer,0.3223,0.2502,0.1393
R3199,Data Analyst,0.5258,0.1773,0.9144
R3200,Data Scientist,0.4165,0.0496,0.7861
R3201,Backend Developer,0.6705,0.3544,0.9767
R3202,ML Engineer,0.4176,0.0529,0.7859
R3203,Data Analyst,0.4387,0.116,0.7825
R3204,ML Engineer,0.4223,0.0669,0.7852
R3205,Frontend Developer,0.2748,0.0743,0.1934
R3206,Software Engineer,0.5708,0.2458,0.938
R3207,ML Engineer,0.4842,0.1384,0.8707
R3208,Software Engineer,0.5649,0.2281,0.9383
R3209,Data Scientist,0.4851,0.1554,0.8608
R3210,Software Engineer,0.5327,0.198,0.9139
R3211,Data Analyst,0.2785,0.0856,0.1929
R3212,ML Engineer,0.7415,0.4244,0.9891
R3213,ML Engineer,0.4186,0.0558,0.7858
R3214,Frontend Developer,0.6513,0.3538,0.9684
R3215,Data Analyst,0.5068,0.2062,0.8682
R3216,Software Engineer,0.3977,0.2731,0.3486
R3217,Backend Developer,0.4098,0.3793,0.2454
R3218,Software Engineer,0.4813,0.1297,0.871
R3219,Frontend Developer,0.5117,0.2016,0.88
R3220,ML Engineer,0.536,0.208,0.9137
R3221,Backend Developer,0.4276,0.2292,0.5604
R3222,Backend Developer,0.4258,0.0774,0.7846
R3223,Software Engineer,0.4842,0.2848,0.7024
R3224,Backend Developer,0.4244,0.0731,0.7848
R3225,Data Analyst,0.4201,0.0603,0.7855
R3226,Backend Developer,0.6965,0.4094,0.9791
R3227,Software Engineer,0.4244,0.0732,0.7848
R3228,Data Analyst,0.5467,0.2115,0.9253
R3229,Frontend Developer,0.3692,0.1492,0.4356
R3230,Data Analyst,0.4497,0.2032,0.7022
R3231,Data Scientist,0.4259,0.0778,0.7846
R3232,Backend Developer,0.4998,0.1661,0.8812
R3233,Data Scientist,0.5932,0.2795,0.9474
R3234,Frontend Developer,0.1763,0.079,0.0375
R3235,Software Engineer,0.3211,0.2468,0.1395
R3236,Data Scientist,0.5813,0.3313,0.9084
R3237,Data Analyst,0.5232,0.2097,0.8945
R3238,Backend Developer,0.4234,0.0701,0.785
R3239,Data Scientist,0.6367,0.4175,0.9376
R3240,Software Engineer,0.696,0.3546,0.9846
R3241,Data Analyst,0.5885,0.2654,0.9476
R3242,Backend Developer,0.5233,0.17,0.9146
R3243,ML Engineer,0.5069,0.1608,0.8959
R3244,ML Engineer,0.5664,0.2327,0.9382
R3245,Software Engineer,0.5678,0.2369,0.9382
R3246,Backend Developer,0.6016,0.2848,0.9526
R3247,Frontend Developer,0.3548,0.2227,0.2581
R3248,ML Engineer,0.5643,0.2262,0.9384
R3249,ML Engineer,0.3424,0.2772,0.1618
R3250,Software Engineer,0.4878,0.1634,0.8605
R3251,Data Scientist,0.7167,0.4167,0.9843
R3252,Software Engineer,0.4228,0.0683,0.7851
R3253,Data Analyst,0.4165,0.0496,0.7861
R3254,Software Engineer,0.4135,0.0404,0.7866
R3255,Data Scientist,0.4323,0.1868,0.6531
R3256,ML Engineer,0.4204,0.0613,0.7855
R3257,Software Engineer,0.6987,0.3627,0.9846
R3258,ML Engineer,0.561,0.2165,0.9385
R3259,Backend Developer,0.4168,0.0503,0.7861
R3260,Data Scientist,0.6105,0.3315,0.9466
R3261,Frontend Developer,0.4218,0.0655,0.7853
R3262,Software Engineer,0.6193,0.3149,0.9576
R3263,Data Scientist,0.4331,0.0992,0.7834
R3264,Data Scientist,0.4269,0.0806,0.7844
R3265,Data Analyst,0.293,0.2291,0.1012
R3266,Data Analyst,0.7564,0.4691,0.9889
R3267,Data Analyst,0.5656,0.2303,0.9383
R3268,Backend Developer,0.5042,0.1527,0.8962
R3269,Backend Developer,0.4183,0.055,0.7858
R3270,Software Engineer,0.6081,0.2814,0.958
R3271,Data Analyst,0.4374,0.1123,0.7827
R3272,Frontend Developer,0.4721,0.1997,0.772
R3273,Backend Developer,0.5505,0.2514,0.9126
R3274,Frontend Developer,0.5061,0.1583,0.896
R3275,ML Engineer,0.5018,0.1453,0.8964
R3276,Backend Developer,0.4134,0.0401,0.7866
R3277,Software Engineer,0.5129,0.2686,0.8165
R3278,Backend Developer,0.2498,0.1662,0.0736
R3279,Data Analyst,0.5485,0.2454,0.9127
R3280,ML Engineer,0.2369,0.1608,0.062
R3281,Frontend Developer,0.5529,0.1921,0.939
R3282,Data Scientist,0.3819,0.0707,0.6315
R3283,Data Scientist,0.6136,0.3407,0.9464
R3284,Frontend Developer,0.5552,0.1988,0.9389
R3285,Data Analyst,0.4771,0.3063,0.6489
R3286,Data Scientist,0.3487,0.1627,0.328
R3287,Data Scientist,0.5212,0.2035,0.8946
R3288,Data Scientist,0.4846,0.2127,0.7993
R3289,Frontend Developer,0.571,0.2465,0.938
R3290,Data Scientist,0.5857,0.2572,0.9477
R3291,Data Scientist,0.5036,0.1507,0.8962
R3292,Data Analyst,0.7627,0.448,0.9912
R3293,Data Scientist,0.4315,0.2696,0.5179
R3294,Backend Developer,0.4744,0.3856,0.5022
R3295,Frontend Developer,0.5043,0.1528,0.8962
R3296,Frontend Developer,0.4948,0.1511,0.8817
R3297,Data Scientist,0.5715,0.2478,0.938
R3298,Frontend Developer,0.2614,0.0844,0.1501
R3299,Frontend Developer,0.6923,0.3434,0.9847
R3300,Data Analyst,0.236,0.1437,0.0672
R3301,Data Analyst,0.6306,0.349,0.9571
R3302,Backend Developer,0.6327,0.2981,0.9689
R3303,Software Engineer,0.563,0.2222,0.9384
R3304,Data Analyst,0.5031,0.1759,0.8808
R3305,Data Analyst,0.3534,0.2184,0.2583
R3306,Backend Developer,0.4364,0.2665,0.527
R3307,Software Engineer,0.4271,0.1898,0.6145
R3308,Data Scientist,0.5665,0.2328,0.9382
R3309,Frontend Developer,0.6241,0.2724,0.9691
R3310,Backend Developer,0.3095,0.2119,0.1408
R3311,Frontend Developer,0.7392,0.446,0.9872
R3312,Frontend Developer,0.3999,0.3497,0.2472
R3313,Data Scientist,0.5711,0.2468,0.938
R3314,Frontend Developer,0.4975,0.1591,0.8814
R3315,Frontend Developer,0.1767,0.08,0.0375
R3316,ML Engineer,0.5992,0.3225,0.9355
R3317,Backend Developer,0.42,0.0599,0.7856
R3318,Data Analyst,0.4191,0.0572,0.7857
R3319,Data Analyst,0.3822,0.2425,0.3353
R3320,Backend Developer,0.437,0.3536,0.3955
R3321,Data Analyst,0.4213,0.0638,0.7853
R3322,Software Engineer,0.5373,0.212,0.9136
R3323,Frontend Developer,0.5496,0.182,0.9392
R3324,Frontend Developer,0.3797,0.0641,0.632
R3325,Data Scientist,0.4756,0.2817,0.6754
R3326,Frontend Developer,0.5929,0.2586,0.9529
R3327,Data Scientist,0.5076,0.1627,0.8959
R3328,Data Analyst,0.6445,0.3336,0.9686
R3329,Data Scientist,0.1836,0.1009,0.0373
R3330,Data Scientist,0.5026,0.1743,0.8809
R3331,ML Engineer,0.646,0.3381,0.9685
R3332,ML Engineer,0.4227,0.068,0.7851
R3333,ML Engineer,0.5366,0.2097,0.9136
R3334,ML Engineer,0.4289,0.0866,0.7841
R3335,Backend Developer,0.5422,0.2265,0.9132
R3336,Frontend Developer,0.532,0.1674,0.9263
R3337,Data Analyst,0.4214,0.2393,0.5203
R3338,Backend Developer,0.5355,0.2066,0.9137
R3339,Frontend Developer,0.5218,0.1653,0.9147
R3340,Data Analyst,0.5709,0.246,0.938
R3341,Backend Developer,0.5923,0.2769,0.9474
R3342,Software Engineer,0.5648,0.2278,0.9383
R3343,Frontend Developer,0.6497,0.3492,0.9684
R3344,ML Engineer,0.5515,0.2261,0.925
R3345,Data Analyst,0.4302,0.0905,0.7839
R3346,Frontend Developer,0.5466,0.3566,0.8081
R3347,Frontend Developer,0.5757,0.2603,0.9377
R3348,Data Scientist,0.5189,0.1568,0.915
R3349,Data Scientist,0.3915,0.1896,0.4689
R3350,Data Analyst,0.6105,0.362,0.9309
R3351,Data Scientist,0.5322,0.1967,0.914
R3352,ML Engineer,0.5597,0.2126,0.9386
R3353,Backend Developer,0.479,0.137,0.8615
R3354,Software Engineer,0.5846,0.2539,0.9478
R3355,Data Scientist,0.3765,0.117,0.5365
R3356,Backend Developer,0.4232,0.0697,0.785
R3357,Data Analyst,0.5679,0.2371,0.9382
R3358,Backend Developer,0.5091,0.2489,0.8316
R3359,Software Engineer,0.4264,0.0793,0.7845
R3360,Data Analyst,0.6215,0.3216,0.9575
R3361,Data Analyst,0.4311,0.1433,0.7148
R3362,Data Scientist,0.6513,0.3705,0.9626
R3363,Data Analyst,0.7478,0.4435,0.989
R3364,ML Engineer,0.5733,0.3075,0.909
R3365,Data Analyst,0.5062,0.1853,0.8805
R3366,Frontend Developer,0.4792,0.1232,0.8712
R3367,Software Engineer,0.5515,0.2259,0.925
R3368,Frontend Developer,0.6332,0.2997,0.9689
R3369,Software Engineer,0.485,0.1551,0.8608
R3370,Frontend Developer,0.6076,0.2799,0.958
R3371,ML Engineer,0.2669,0.1508,0.1035
R3372,Backend Developer,0.6195,0.3156,0.9576
R3373,ML Engineer,0.4917,0.4536,0.4509
R3374,ML Engineer,0.5727,0.2514,0.9379
R3375,Data Scientist,0.436,0.1079,0.783
R3376,Software Engineer,0.5106,0.1719,0.8956
R3377,ML Engineer,0.583,0.2491,0.9479
R3378,Data Scientist,0.4999,0.1662,0.8812
R3379,ML Engineer,0.4723,0.1819,0.8006
R3380,ML Engineer,0.3897,0.3192,0.249
R3381,ML Engineer,0.6544,0.3631,0.9683
R3382,Data Analyst,0.5359,0.2078,0.9137
R3383,ML Engineer,0.5288,0.1863,0.9142
R3384,Backend Developer,0.5074,0.2222,0.8582
R3385,Data Analyst,0.5073,0.162,0.8959
R3386,Data Scientist,0.4292,0.0877,0.7841
R3387,Backend Developer,0.6352,0.3627,0.957
R3388,Data Scientist,0.605,0.272,0.9581
R3389,Software Engineer,0.4788,0.1363,0.8615
R3390,Backend Developer,0.5106,0.1986,0.8801
R3391,Frontend Developer,0.4255,0.0764,0.7847
R3392,Data Analyst,0.7375,0.4124,0.9891
R3393,Data Scientist,0.4931,0.1459,0.8818
R3394,Data Scientist,0.5769,0.3725,0.8683
R3395,Frontend Developer,0.4963,0.3555,0.6296
R3396,Data Scientist,0.4231,0.0693,0.785
R3397,ML Engineer,0.5769,0.2639,0.9377
R3398,Frontend Developer,0.3364,0.1759,0.2643
R3399,Software Engineer,0.525,0.1751,0.9145
R3400,ML Engineer,0.5063,0.159,0.896
R3401,ML Engineer,0.4905,0.1716,0.8602
R3402,Software Engineer,0.5635,0.224,0.9384
R3403,Frontend Developer,0.6373,0.312,0.9688
R3404,ML Engineer,0.3087,0.1118,0.2481
R3405,ML Engineer,0.4786,0.1357,0.8616
R3406,Software Engineer,0.6813,0.3638,0.9794
R3407,Backend Developer,0.317,0.1534,0.2232
R3408,Data Scientist,0.574,0.2554,0.9378
R3409,Software Engineer,0.4811,0.129,0.871
R3410,Data Analyst,0.5916,0.2548,0.953
R3411,Data Scientist,0.3083,0.1,0.2724
R3412,ML Engineer,0.1745,0.0736,0.0376
R3413,ML Engineer,0.3191,0.2406,0.1397
R3414,Backend Developer,0.33,0.1901,0.2203
R3415,ML Engineer,0.4164,0.0491,0.7861
R3416,Frontend Developer,0.4839,0.1373,0.8707
R3417,ML Engineer,0.5599,0.2131,0.9386
R3418,Backend Developer,0.4927,0.2032,0.8327
R3419,Frontend Developer,0.2446,0.1504,0.0739
R3420,Frontend Developer,0.5125,0.1776,0.8954
R3421,Data Analyst,0.4223,0.067,0.7852
R3422,Software Engineer,0.614,0.2991,0.9578
R3423,Frontend Developer,0.5683,0.2383,0.9381
R3424,Frontend Developer,0.5986,0.2759,0.9527
R3425,Software Engineer,0.5352,0.2057,0.9137
R3426,Backend Developer,0.4439,0.2217,0.6506
R3427,Software Engineer,0.4842,0.1525,0.8609
R3428,Software Engineer,0.7092,0.3942,0.9844
R3429,Frontend Developer,0.5301,0.1904,0.9141
R3430,Data Analyst,0.4969,0.1765,0.8693
R3431,Data Scientist,0.6062,0.2985,0.9524
R3432,Data Scientist,0.2515,0.1711,0.0735
R3433,Backend Developer,0.4474,0.2138,0.6685
R3434,Backend Developer,0.6872,0.3815,0.9793
R3435,Frontend Developer,0.7397,0.4191,0.9891
R3436,Data Analyst,0.5205,0.3366,0.7611
R3437,Frontend Developer,0.3562,0.1688,0.3425
R3438,Frontend Developer,0.5001,0.1404,0.8965
R3439,Software Engineer,0.3543,0.0504,0.5417
R3440,Data Analyst,0.5498,0.2208,0.9251
R3441,Backend Developer,0.5066,0.2055,0.8682
R3442,Data Analyst,0.6974,0.4121,0.9791
R3443,Backend Developer,0.3128,0.1383,0.232
R3444,Software Engineer,0.6043,0.3129,0.9468
R3445,Backend Developer,0.5265,0.2195,0.8942
R3446,ML Engineer,0.4623,0.2868,0.6031
R3447,Software Engineer,0.2559,0.0678,0.1508
R3448,Data Analyst,0.6847,0.374,0.9793
R3449,Frontend Developer,0.4327,0.0982,0.7835
R3450,Frontend Developer,0.5544,0.2703,0.9024
R3451,Backend Developer,0.7058,0.3839,0.9845
R3452,ML Engineer,0.518,0.1541,0.915
R3453,ML Engineer,0.4479,0.1354,0.7785
R3454,Data Scientist,0.6615,0.3844,0.9681
R3455,ML Engineer,0.6106,0.2889,0.9579
R3456,ML Engineer,0.5072,0.3715,0.6668
R3457,ML Engineer,0.7447,0.434,0.9891
R3458,Data Scientist,0.6139,0.3216,0.952
R3459,Software Engineer,0.7061,0.4183,0.9812
R3460,ML Engineer,0.443,0.1398,0.7595
R3461,Software Engineer,0.6433,0.3298,0.9686
R3462,Frontend Developer,0.651,0.3529,0.9684
R3463,Frontend Developer,0.4851,0.1218,0.8826
R3464,Data Scientist,0.5112,0.2004,0.88
R3465,Data Scientist,0.4881,0.1894,0.8333
R3466,ML Engineer,0.556,0.2015,0.9388
R3467,Data Analyst,0.5473,0.2418,0.9128
R3468,Software Engineer,0.4963,0.1745,0.8694
R3469,Data Analyst,0.5153,0.1858,0.8952
R3470,Backend Developer,0.4224,0.0673,0.7852
R3471,Frontend Developer,0.5606,0.3318,0.8717
R3472,Backend Developer,0.4386,0.2243,0.6119
R3473,Frontend Developer,0.4075,0.1581,0.5959
R3474,Data Analyst,0.5929,0.2787,0.9474
R3475,Backend Developer,0.5253,0.1758,0.9145
R3476,Data Scientist,0.4908,0.1582,0.8699
R3477,Frontend Developer,0.4377,0.1382,0.7448
R3478,Backend Developer,0.5348,0.2045,0.9138
R3479,ML Engineer,0.4,0.2334,0.4247
R3480,Data Scientist,0.4606,0.3985,0.4036
R3481,Data Scientist,0.4968,0.1761,0.8693
R3482,ML Engineer,0.6262,0.2785,0.9691
R3483,ML Engineer,0.5677,0.2364,0.9382
R3484,Software Engineer,0.5929,0.2588,0.9529
R3485,Data Analyst,0.7332,0.4662,0.9841
R3486,Backend Developer,0.1754,0.0763,0.0376
R3487,Frontend Developer,0.5695,0.2418,0.9381
R3488,Software Engineer,0.2461,0.1884,0.0615
R3489,Software Engineer,0.5752,0.259,0.9378
