resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R3866,"Professional Summary:
Candidate with 7 years of experience.

Skills:
React, Power BI, Deep Learning, C++, Data Analysis, Python, NLP, Cloud Computing

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
AWS Certified, NLP Certification","React, Power BI, Deep Learning, C++, Data Analysis, Python, NLP, Cloud Computing",7,Bachelors,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,"AWS Certified, NLP Certification",Frontend Developer,"Node.js, Data Analysis, Kubernetes, NLP, React",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: Node.js, Data Analysis, Kubernetes, NLP, React.",0.6,1,0,0.7139517551623158,1,0.9999999999999998
R3867,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Java, Deep Learning, Excel, Docker, Cloud Computing, React

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Microsoft Azure","Java, Deep Learning, Excel, Docker, Cloud Computing, React",5,PhD,Implemented deep learning models using TensorFlow,Microsoft Azure,ML Engineer,"Data Analysis, NLP, Deep Learning, TensorFlow, Excel",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: Data Analysis, NLP, Deep Learning, TensorFlow, Excel.",0.4,1,1,0.7127468775312222,1,1.0000000000000002
R3868,"Professional Summary:
Candidate with 7 years of experience.

Skills:
NLP, SQL, Data Analysis, Python, TensorFlow, Cloud Computing

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React

Certifications:
None","NLP, SQL, Data Analysis, Python, TensorFlow, Cloud Computing",7,Bachelors,Developed a web application using Flask and React,None,Data Scientist,"Python, PyTorch, Excel, Docker, Machine Learning, Deep Learning, Flask, Kubernetes",4,"We are hiring a Data Scientist.
Required experience: 4 years.
Skills required: Python, PyTorch, Excel, Docker, Machine Learning, Deep Learning, Flask, Kubernetes.",0.12,1,0,0.447447947289272,1,1.0
R3869,"Professional Summary:
Candidate with 7 years of experience.

Skills:
NLP, React, Deep Learning, SQL

Experience:
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
None","NLP, React, Deep Learning, SQL",7,Bachelors,Developed a web application using Flask and React; Created interactive dashboards using Power BI,None,Data Analyst,"NLP, Python, Excel, Node.js, Deep Learning, Machine Learning",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: NLP, Python, Excel, Node.js, Deep Learning, Machine Learning.",0.33,1,0,0.4043657752257104,1,1.0000000000000007
R3870,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Deep Learning, TensorFlow, PyTorch, Cloud Computing, React, NLP

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
Google Data Analytics, Deep Learning Specialization","Deep Learning, TensorFlow, PyTorch, Cloud Computing, React, NLP",9,PhD,Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,"Google Data Analytics, Deep Learning Specialization",ML Engineer,"TensorFlow, React, Flask, Excel, Java",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: TensorFlow, React, Flask, Excel, Java.",0.4,1,1,0.7285777946293474,1,0.9999999999999998
R3871,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Python, Node.js, Django

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification","Python, Node.js, Django",1,Bachelors,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,NLP Certification,Software Engineer,"Node.js, NLP, Excel",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Node.js, NLP, Excel.",0.33,0,0,0.1878669934985419,0,1.0000000000000002
R3872,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Kubernetes, C++, Cloud Computing, PyTorch, Django

Experience:
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified","Kubernetes, C++, Cloud Computing, PyTorch, Django",6,PhD,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,AWS Certified,Data Analyst,"Deep Learning, Excel, Cloud Computing, SQL, Django, Machine Learning",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: Deep Learning, Excel, Cloud Computing, SQL, Django, Machine Learning.",0.33,1,1,0.630377144928375,1,1.0000000000000002
R3873,"Professional Summary:
Candidate with 2 years of experience.

Skills:
PyTorch, Flask, Machine Learning

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
Microsoft Azure, Deep Learning Specialization","PyTorch, Flask, Machine Learning",2,Masters,Developed a web application using Flask and React; Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,"Microsoft Azure, Deep Learning Specialization",Backend Developer,"C++, NLP, Flask, Cloud Computing, React",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: C++, NLP, Flask, Cloud Computing, React.",0.2,0,1,0.5281906449211738,1,1.0000000000000002
R3874,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Cloud Computing, Power BI, Django, Java, NLP, TensorFlow, Kubernetes

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization, Microsoft Azure","Cloud Computing, Power BI, Django, Java, NLP, TensorFlow, Kubernetes",5,Masters,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,"Deep Learning Specialization, Microsoft Azure",ML Engineer,"Python, NLP, Deep Learning, TensorFlow, Docker, C++, React, Java",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: Python, NLP, Deep Learning, TensorFlow, Docker, C++, React, Java.",0.38,0,1,0.3625745650148773,0,1.0000000000000002
R3875,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Docker, TensorFlow, Django, Kubernetes, Excel, Java, Flask

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
NLP Certification, AWS Certified","Docker, TensorFlow, Django, Kubernetes, Excel, Java, Flask",6,PhD,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,"NLP Certification, AWS Certified",Backend Developer,"Flask, Machine Learning, Docker, Django, Deep Learning, Excel",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: Flask, Machine Learning, Docker, Django, Deep Learning, Excel.",0.67,1,1,0.842421529437303,1,1.0000000000000002
R3876,"Professional Summary:
Candidate with 9 years of experience.

Skills:
C++, Node.js, Flask

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification","C++, Node.js, Flask",9,Bachelors,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,NLP Certification,ML Engineer,"Python, Power BI, C++, Deep Learning, Kubernetes, Flask, TensorFlow",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: Python, Power BI, C++, Deep Learning, Kubernetes, Flask, TensorFlow.",0.29,1,0,0.5147468110156698,1,1.0000000000000002
R3877,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Django, Node.js, C++, PyTorch, NLP, SQL, Flask

Experience:
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","Django, Node.js, C++, PyTorch, NLP, SQL, Flask",8,Bachelors,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,Deep Learning Specialization,Backend Developer,"Power BI, React, Deep Learning, Cloud Computing, Kubernetes, Docker, Flask",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: Power BI, React, Deep Learning, Cloud Computing, Kubernetes, Docker, Flask.",0.14,1,0,0.6209419218463994,1,0.9999999999999998
R3878,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Java, Excel, Data Analysis, PyTorch

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI

Certifications:
None","Java, Excel, Data Analysis, PyTorch",1,Masters,Created interactive dashboards using Power BI,None,ML Engineer,"React, NLP, Node.js, C++, Data Analysis, Cloud Computing, Excel",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: React, NLP, Node.js, C++, Data Analysis, Cloud Computing, Excel.",0.29,0,1,0.2813978682682248,0,1.0
R3879,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Cloud Computing, Django, Flask, Python, NLP, React, PyTorch

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics","Cloud Computing, Django, Flask, Python, NLP, React, PyTorch",5,Masters,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,Google Data Analytics,Frontend Developer,"TensorFlow, Node.js, Machine Learning",5,"We are hiring a Frontend Developer.
Required experience: 5 years.
Skills required: TensorFlow, Node.js, Machine Learning.",0.0,1,1,0.4694141909130545,1,1.0000000000000002
R3880,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Java, Docker, Excel, Node.js, Data Analysis

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified, Microsoft Azure","Java, Docker, Excel, Node.js, Data Analysis",5,Bachelors,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,"AWS Certified, Microsoft Azure",Data Analyst,"Deep Learning, Python, Cloud Computing, Excel, Flask, SQL, Data Analysis",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: Deep Learning, Python, Cloud Computing, Excel, Flask, SQL, Data Analysis.",0.29,1,0,0.6650139004356272,1,1.0000000000000002
R3881,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Excel, PyTorch, Deep Learning, Machine Learning

Experience:
- Deployed applications using cloud services
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics","Excel, PyTorch, Deep Learning, Machine Learning",1,Masters,Developed a web application using Flask and React; Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,Google Data Analytics,Frontend Developer,"Flask, TensorFlow, C++, Docker, Python, Power BI, Django, Java",2,"We are hiring a Frontend Developer.
Required experience: 2 years.
Skills required: Flask, TensorFlow, C++, Docker, Python, Power BI, Django, Java.",0.0,0,1,0.36944590791093473,0,1.0000000000000002
R3882,"Professional Summary:
Candidate with 0 years of experience.

Skills:
C++, Deep Learning, NLP, Power BI, Node.js, Docker, Django, Flask

Experience:
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI

Certifications:
AWS Certified","C++, Deep Learning, NLP, Power BI, Node.js, Docker, Django, Flask",0,Masters,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI,AWS Certified,Software Engineer,"Node.js, Java, Deep Learning",1,"We are hiring a Software Engineer.
Required experience: 1 years.
Skills required: Node.js, Java, Deep Learning.",0.67,0,1,0.6541020693424968,1,1.0000000000000004
R3883,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Machine Learning, Java, Excel

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified, Microsoft Azure","Machine Learning, Java, Excel",1,Bachelors,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,"AWS Certified, Microsoft Azure",Frontend Developer,"Cloud Computing, Java, NLP, Python",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: Cloud Computing, Java, NLP, Python.",0.25,1,0,0.5161338012736256,1,1.0000000000000002
R3884,"Professional Summary:
Candidate with 5 years of experience.

Skills:
TensorFlow, Node.js, Cloud Computing

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow

Certifications:
None","TensorFlow, Node.js, Cloud Computing",5,Bachelors,Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow,None,Software Engineer,"Kubernetes, Machine Learning, Deep Learning, Docker, C++, SQL, PyTorch, Power BI",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Kubernetes, Machine Learning, Deep Learning, Docker, C++, SQL, PyTorch, Power BI.",0.0,1,0,0.5158545316388036,1,1.0
R3885,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Kubernetes, Python, Excel, Java, SQL, Power BI

Experience:
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow

Certifications:
None","Kubernetes, Python, Excel, Java, SQL, Power BI",1,PhD,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow,None,Frontend Developer,"PyTorch, Docker, Deep Learning, Cloud Computing, Django",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: PyTorch, Docker, Deep Learning, Cloud Computing, Django.",0.0,0,1,0.380291234250247,0,1.0000000000000007
R3886,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Python, Data Analysis, Docker

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
Microsoft Azure, Deep Learning Specialization","Python, Data Analysis, Docker",10,Bachelors,Designed scalable backend systems using Node.js; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,"Microsoft Azure, Deep Learning Specialization",Data Analyst,"PyTorch, Django, Deep Learning, Kubernetes, Docker, React, Cloud Computing",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: PyTorch, Django, Deep Learning, Kubernetes, Docker, React, Cloud Computing.",0.14,1,0,0.7320690205024769,1,1.0000000000000002
R3887,"Professional Summary:
Candidate with 4 years of experience.

Skills:
SQL, PyTorch, Kubernetes, TensorFlow, Data Analysis, Docker, Cloud Computing

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React

Certifications:
None","SQL, PyTorch, Kubernetes, TensorFlow, Data Analysis, Docker, Cloud Computing",4,Masters,Implemented deep learning models using TensorFlow; Developed a web application using Flask and React,None,Frontend Developer,"SQL, Node.js, Deep Learning, Django, Excel, Flask, Cloud Computing, Power BI",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: SQL, Node.js, Deep Learning, Django, Excel, Flask, Cloud Computing, Power BI.",0.25,1,1,0.6406243070585729,1,1.0000000000000004
R3888,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Deep Learning, C++, Docker, TensorFlow, Excel, Flask, NLP

Experience:
- Deployed applications using cloud services
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
None","Deep Learning, C++, Docker, TensorFlow, Excel, Flask, NLP",1,Masters,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,None,ML Engineer,"Node.js, C++, Cloud Computing, NLP, Deep Learning, Python, React, Django",1,"We are hiring a ML Engineer.
Required experience: 1 years.
Skills required: Node.js, C++, Cloud Computing, NLP, Deep Learning, Python, React, Django.",0.38,1,1,0.6889461963304123,1,1.0000000000000002
R3889,"Professional Summary:
Candidate with 2 years of experience.

Skills:
TensorFlow, Data Analysis, PyTorch, Machine Learning, Django, Deep Learning

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics, AWS Certified","TensorFlow, Data Analysis, PyTorch, Machine Learning, Django, Deep Learning",2,Bachelors,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,"Google Data Analytics, AWS Certified",Data Analyst,"Cloud Computing, PyTorch, C++",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: Cloud Computing, PyTorch, C++.",0.33,0,0,0.35429652328848016,0,1.0
R3890,"Professional Summary:
Candidate with 1 years of experience.

Skills:
NLP, React, C++

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
None","NLP, React, C++",1,Bachelors,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,None,Frontend Developer,"React, Python, Excel, Deep Learning, Data Analysis, Flask, Cloud Computing, Django",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: React, Python, Excel, Deep Learning, Data Analysis, Flask, Cloud Computing, Django.",0.12,1,0,0.5257193646911363,1,0.9999999999999999
R3891,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Power BI, Kubernetes, Django, Flask, Machine Learning, Deep Learning, Cloud Computing, Excel

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification","Power BI, Kubernetes, Django, Flask, Machine Learning, Deep Learning, Cloud Computing, Excel",5,Bachelors,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,NLP Certification,Frontend Developer,"Machine Learning, Deep Learning, Python, PyTorch, React, Docker, SQL, Flask",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Machine Learning, Deep Learning, Python, PyTorch, React, Docker, SQL, Flask.",0.38,1,0,0.6593882055052798,1,1.0
R3892,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Kubernetes, Node.js, Cloud Computing, Docker, PyTorch, C++, Django, Data Analysis

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified, Deep Learning Specialization","Kubernetes, Node.js, Cloud Computing, Docker, PyTorch, C++, Django, Data Analysis",5,PhD,Built a machine learning model for predicting customer churn,"AWS Certified, Deep Learning Specialization",Data Scientist,"Node.js, Machine Learning, Java, Cloud Computing",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Node.js, Machine Learning, Java, Cloud Computing.",0.5,1,1,0.8032314213684884,1,1.0
R3893,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Python, Power BI, Java, Kubernetes

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified","Python, Power BI, Java, Kubernetes",4,PhD,Implemented deep learning models using TensorFlow,AWS Certified,ML Engineer,"NLP, Java, Django, Data Analysis, Deep Learning, Python, TensorFlow",1,"We are hiring a ML Engineer.
Required experience: 1 years.
Skills required: NLP, Java, Django, Data Analysis, Deep Learning, Python, TensorFlow.",0.29,1,1,0.5928230854403529,1,0.9999999999999999
R3894,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Django, Deep Learning, Docker, Python, SQL, Java

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization, AWS Certified","Django, Deep Learning, Docker, Python, SQL, Java",0,PhD,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Built a machine learning model for predicting customer churn,"Deep Learning Specialization, AWS Certified",Frontend Developer,"SQL, Power BI, Docker, Data Analysis",5,"We are hiring a Frontend Developer.
Required experience: 5 years.
Skills required: SQL, Power BI, Docker, Data Analysis.",0.5,0,1,0.6194489392129418,1,1.0000000000000002
R3895,"Professional Summary:
Candidate with 7 years of experience.

Skills:
SQL, Machine Learning, Node.js, React, PyTorch

Experience:
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js

Certifications:
None","SQL, Machine Learning, Node.js, React, PyTorch",7,Masters,Designed scalable backend systems using Node.js,None,Data Analyst,"Flask, SQL, Data Analysis, PyTorch, Machine Learning",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: Flask, SQL, Data Analysis, PyTorch, Machine Learning.",0.6,1,1,0.7873414552813648,1,1.0000000000000007
R3896,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Docker, Kubernetes, PyTorch

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization, AWS Certified","Docker, Kubernetes, PyTorch",10,Masters,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,"Deep Learning Specialization, AWS Certified",Data Analyst,"Power BI, Excel, Machine Learning, Flask, SQL, NLP",2,"We are hiring a Data Analyst.
Required experience: 2 years.
Skills required: Power BI, Excel, Machine Learning, Flask, SQL, NLP.",0.0,1,1,0.4939308769808448,1,1.0
R3897,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Flask, Excel, Python

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics, AWS Certified","Flask, Excel, Python",10,Bachelors,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,"Google Data Analytics, AWS Certified",Frontend Developer,"Excel, Machine Learning, Deep Learning, Flask, Python, Docker",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Excel, Machine Learning, Deep Learning, Flask, Python, Docker.",0.5,1,0,0.8498789146722684,1,0.9999999999999996
R3898,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Power BI, React, TensorFlow, Python, Flask, NLP, Deep Learning, SQL

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified, Google Data Analytics","Power BI, React, TensorFlow, Python, Flask, NLP, Deep Learning, SQL",5,Bachelors,Implemented deep learning models using TensorFlow,"AWS Certified, Google Data Analytics",Software Engineer,"Django, Node.js, React",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Django, Node.js, React.",0.33,0,0,0.2954222928704255,0,1.0
R3899,"Professional Summary:
Candidate with 6 years of experience.

Skills:
TensorFlow, Django, Node.js, Deep Learning

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics, AWS Certified","TensorFlow, Django, Node.js, Deep Learning",6,Masters,Built a machine learning model for predicting customer churn,"Google Data Analytics, AWS Certified",ML Engineer,"Power BI, Flask, TensorFlow, NLP, React, Machine Learning, C++",4,"We are hiring a ML Engineer.
Required experience: 4 years.
Skills required: Power BI, Flask, TensorFlow, NLP, React, Machine Learning, C++.",0.14,1,1,0.7105426298699244,1,1.0000000000000002
R3900,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Machine Learning, TensorFlow, Data Analysis, Deep Learning, Kubernetes, PyTorch

Experience:
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
None","Machine Learning, TensorFlow, Data Analysis, Deep Learning, Kubernetes, PyTorch",9,Masters,Built a machine learning model for predicting customer churn,None,ML Engineer,"Docker, NLP, Deep Learning, Data Analysis, Django, Kubernetes, C++",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: Docker, NLP, Deep Learning, Data Analysis, Django, Kubernetes, C++.",0.43,1,1,0.6008190833308759,1,0.9999999999999998
R3901,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Machine Learning, Cloud Computing, SQL, Java

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, AWS Certified","Machine Learning, Cloud Computing, SQL, Java",5,PhD,Designed scalable backend systems using Node.js,"Microsoft Azure, AWS Certified",Software Engineer,"Machine Learning, Java, PyTorch, Django, Python, Excel, C++",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Machine Learning, Java, PyTorch, Django, Python, Excel, C++.",0.29,1,1,0.6279978599006247,1,1.0
R3902,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Java, PyTorch, TensorFlow, Power BI, Excel

Experience:
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
None","Java, PyTorch, TensorFlow, Power BI, Excel",8,PhD,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,None,Software Engineer,"Python, Kubernetes, PyTorch, Data Analysis, Machine Learning, Power BI",3,"We are hiring a Software Engineer.
Required experience: 3 years.
Skills required: Python, Kubernetes, PyTorch, Data Analysis, Machine Learning, Power BI.",0.33,1,1,0.8078515530885001,1,1.0
R3903,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Kubernetes, SQL, NLP, PyTorch, C++, Flask, Python

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
Google Data Analytics, Microsoft Azure","Kubernetes, SQL, NLP, PyTorch, C++, Flask, Python",7,Bachelors,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,"Google Data Analytics, Microsoft Azure",Backend Developer,"PyTorch, Machine Learning, Java",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: PyTorch, Machine Learning, Java.",0.33,1,0,0.6086841135978538,1,1.0
R3904,"Professional Summary:
Candidate with 4 years of experience.

Skills:
SQL, Power BI, Django, Java

Experience:
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification","SQL, Power BI, Django, Java",4,Masters,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,NLP Certification,ML Engineer,"NLP, Data Analysis, Cloud Computing, PyTorch, Python, SQL, Power BI",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: NLP, Data Analysis, Cloud Computing, PyTorch, Python, SQL, Power BI.",0.29,1,1,0.7675494118715572,1,1.0000000000000002
